,name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY,vod_name
37,해리 포터와 비밀의 방,"해리 포터에겐 이번 여름방학이 별로 즐겁질 못했다. 마법이라면 질색을 하는 페투니아 이모(피오나 쇼 분)와 버논 이모부(리차드 그리피스 분)의 구박도 그렇지만, 무엇보다 속상한 건 단짝이었던 론 위즐리(루퍼트 그린트 분)와 헤르미온느 그레인저(엠마 왓슨 분)가 그 사이 자신을 까맣게 잊었는지 자신의 편지에 답장 한 통 없다는 것. 그러던 어느날 꼬마 집요정 도비가 해리의 침실에 나타나 뜻밖의 얘기를 한다. 호그와트 마법학교로 돌아가면 무서운 일을 당할 거라는 것. 도비는 해리를 학교에 못 가게 하려고 자신이 여태까지 론과 헤르미온느의 답장을 가로채 왔음을 고백한다. 그러나 도비와 더즐리 가족의 방해에도 불구, 해리는 론과 그의 형제들이 타고 온 하늘을 나는 자동차를 타고 이모집을 탈출, 따뜻한 가족애가 넘치는 론 위즐리의 집으로 간다. 개학을 앞두고 학교에 가는 날, 론과 해리는 뭔가의 방해로 9와 3/4 승강장에 못 들어가는 바람에 개학식에 지각할 위기에 처한다. 결국 하늘을 나는 자동차 포드 앵글리아를 타고 천신만고끝에 학교에 도착했으나 공교롭게도 차가 학교 선생님들이 소중히 여기는 '커다란 버드나무' 위에 불시착하는 바람에 화가 난 스네이프 교수로부터 퇴학 경고를 받게 된다. 한편 1학년 때 해리가 보여준 영웅적인 활약상은 학교 전체에 소문이 나고, 그 덕에 해리는 원치 않는 관심의 초점이 된다. 론의 여동생 지니, 사진작가 지망생 콜린 크리비 등의 신입생과 어둠의 마법 방어술을 가르치는 신임 교수 질데로이 록허트가 새롭게 해리포터의 팬이 된다. 남의 시선 끌기를 좋아하는 잘난척하는 성격 탓에 주변에서 따돌림 당하는 록허트 교수는 해리와 친해지고 싶어 안달하지만, 그 역시 학교에서 일어나는 무서운 사건에 대해 뾰족한 설명을 못해준다. 모든 이목은 해리에게 집중되고, 결국 급우들은 해리를 의심하기에 이른다. 물론 론과 헤르미온느, 그리고 수수께끼의 일기장에 마음을 뺏긴 론의 동생 지니만은 끝까지 해리를 믿는다. 자신을 믿는 친구들을 실망시킬 수는 없는 법. 해리는 -도움을 준다며 되려 걸리적 대는 록허트 교수가 다소 방해가 되긴 하지만- 어둠의 세력과 맞서 싸울 결심을 하는데..","다니엘 래드클리프,루퍼트 그린트,엠마 왓슨,케네스 브래너,존 클리즈,로비 콜트레인,워윅 데이비스,리차드 그리피스",,영화,SF/환타지,영화,,"해리 포터에겐 이번 방학이 별로 즐겁질 못했다. 마법이라면 질색하는 페투니아 이모와 버논 이모부의 구박도 그렇지만, 더 속상한 건 단짝 론과 헤르미온느가 편지에 답장 한 통 없다는 것인데...",해리 포터와 비밀의 방
38,다이노소어 아일랜드,"여름방학을 맞아 LA로 가던 중 비행기 추락으로 인해 낯선 섬에 떨어진 루카스. 다른 생존자를 찾던 중 루카스는 케이트를 만나고, 그녀를 통해 이 섬은 장소를 막론하고 모든 것을 빨아들이고 위협한다는 신기한 이야기를 듣게 된다. 그리고 이제껏 발견된 적 없던 최초의 공룡들을 만나는 놀라운 경험을 하게 되는데.. 공룡들이 살아 숨 쉬는 환상의 세계로 떨어진 그들은 과연 무사히 탈출 할 수 있을까?","다리우스 윌리엄스,케이트 라스뮤센,이사벨라 드루몬드,줄리엣 프레데릭,폴 패가더스,니콜 야들리,조 비스타부스",,영화,SF/환타지,영화,1:18,"여름방학을 맞아 LA로 가던 중 비행기 추락으로 인해 낯선 섬에 떨어진 루카스. 다른 생존자를 찾던 중 루카스는 케이트를 만나고, 그녀를 통해 이 섬은 장소를 막론하고 모든 것을 빨아들이고 위협한다는 신기한 이야기를 듣게 되는데...",다이노소어 아일랜드
39,캡틴 아메리카3-시빌워,어벤져스 VS 어벤져스 분열은 시작되었다! 어벤져스와 관련된 사고로 부수적인 피해가 일어나자 정부는 어벤져스를 관리하고 감독하는 시스템인 일명 ‘슈퍼히어로 등록제’를 내놓는다. 어벤져스 내부는 정부의 입장을 지지하는 찬성파(팀 아이언맨)와 이전처럼 정부의 개입 없이 자유롭게 인류를 보호해야 한다는 반대파(팀 캡틴)로 나뉘어 대립하기 시작하는데...,"크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠",,영화,SF/환타지,영화,,어벤져스와 관련된 사고로 부수적인 피해가 일어나자 정부는 어벤져스를 관리하고 감독하는 시스템인 일명 슈퍼히어로 등록제를 내놓는다. 어벤져스 내부는 찬성파와 이전처럼 정부의 개입 없이 자유롭게 인류를 보호해야 한다는 반대파로 나뉘어 대립하기 시작하는데...,캡틴 아메리카3 시빌워
40,인천스텔라,"27년 전, 우주로부터 도착한 정체불명의 구조신호. 그 목소리는 자신이 있는 곳인 갬성(STARGAM)에 닿을 수 있는 유일한 우주선 ‘인천스텔라’의 설계도를 남겼다. 27년 후, ASA(아시아항공우주국)는 이를 따라 ‘인천스텔라’ 프로젝트에 착수하게 되고, 최고의 탐사대원 ‘기동’과 엔지니어 ‘승연’이 성공적인 임무 완수를 위해 우주선에 몸을 싣는다. 한편, 지구에 남은 ‘규진’은 그들에게 닿을 수 있는 새로운 방법을 찾게 되는데… 바로 지금, 인류 역사상 가장 로맨틱한 우주 탐사가 시작된다!","손이용,강소연,정광우,권수진,조근직,서현민",,영화,SF/환타지,영화,0:01,"여기는 갬성(STARGAM). 지구로부터 아주 멀리 떨어져 있는 별입니다. 27년 전, 우주로부터 도착한 정체불명의 구조신호. 그 목소리는 자신이 있는 곳인 갬성(STARGAM)에 닿을 수 있는 유일한 우주선 인천스텔라의 설계도를 남겼다.",인천스텔라
41,인어공주 이야기,할아버지가 사는 해안 마을로 이사 오게 된 12살 소녀 '라이언' 새로운 환경에 낯설어하는 라이언 앞에 전설로만 보았던 인어공주가 나타난다. 자신을 '코럴'이라고 소개한 인어공주에게 조금씩 호감을 느끼기 시작하는 라이언. 그리고 서로에게 조금씩 마음을 연 두 사람은 지상과 바다를 오가는 특별한 우정을 쌓아가는데...,"케이틀린 카미첼,제리 오코넬",,영화,SF/환타지,영화,1:32,"할아버지가 사는 해안 마을로 이사 온 소녀 라이언. 어느 날 라이언 앞에 전설 속 인어공주가 나타나고, 자신을 코럴이라고 소개한 인어공주와 라이언은 서로에게 조금씩 마음을 열며 지상과 바다를 오가는 특별한 우정을 쌓아가는데...",인어공주 이야기
42,유체이탈자,"“누가 진짜 나인지 모르겠어요” 교통사고 현장에서 눈을 뜬 한 남자. 거울에 비친 낯선 얼굴과 이름, 자신이 누구인지 기억이 나지 않는다. “또 바뀌었어. 낮에도 바뀌더니 밤에도 또” 잠시 후, 또 다른 사람의 몸에서 깨어난 남자. 그는 12시간마다 몸이 바뀐다는 사실을 깨닫게 되고, 자신을 둘러싼 사람들 사이의 연결고리를 찾기 시작한다. 그가 12시간마다 몸이 바뀌었던 사람들, 가는 곳마다 나타나는 의문의 여자까지, 그리고, 이들이 쫓고 있는 국가정보요원 ‘강이안’. “이제 알게 됐어. 내가 뭘 해야 되는지” 모두가 혈안이 되어 쫓고 있는 ‘강이안’이 바로 자신임을 직감한 남자, 자신을 찾기 위한 사투를 시작하는데… 진짜 나를 찾기 위한 본능적 액션이 시작된다! 2021 Trieste Science+Fiction Festival 2021 Mayhem Film Festival 2021 London East Asia Film Festival CLOSING GALA","윤계상,박용우,임지연,박지환,유승목,이성욱,서현우,이운산,정윤하,백도겸,김영성,최동구,우강민",,영화,SF/환타지,영화,1:48,"교통사고 현장에서 눈을 뜬 한 남자. 거울에 비친 낯선 얼굴과 이름, 자신이 누구인지 기억이 나지 않는다. 또 바뀌었어. 낮에도 바뀌더니 밤에도 또. 잠시 후, 또 다른 사람의 몸에서 깨어난 남자. 그는 12시간마다 몸이 바뀐다는 사실을 깨닫게 되는데...",유체이탈자
43,백설공주-또다른이야기,"숲에서 사냥을 즐기던 화이트베일의 왕이 야수에 의해 죽자 왕국을 통치하게 된 왕비는 그 잔인함을 드러내기 시작한다. 질투심과 야욕, 그리고 허영심으로 가득 찬 그녀는 엄청난 힘을 가진 전설의 푸른 불꽃을 차지하려 함과 동시에 노스팔리아의 왕자와 결혼해 모든 영토를 차지할 속셈을 가지고 있다. 의붓딸인 ‘스노우 화이트’의 아름다움을 시기하던 왕비는 왕자가 공주에게 호감을 보이자 공주를 죽이기로 작정한다. 하지만 숲에 숨어 사는 엘프들의 도움으로 간신히 목숨을 구하게 된 ‘스노우 화이트’는 포악한 왕비와 맞서 싸우기로 한다. 한편, 공주가 살아 있다는 것을 알게 된 왕비는 늙은 할머니로 변신해 공주에게 독이 든 반지를 끼워준다. 엘프들의 오두막으로 찾아온 왕자는 공주가 죽었다는 사실을 알고 큰 슬픔에 빠지게 되지만 왕자가 독이 든 반지 대신 자기 어머니의 반지를 공주에게 끼워주자 공주는 눈을 뜬다. 백설공주와 왕자, 그리고 엘프들은 마지막으로 온 힘을 다해 왕비를 없앨 준비를 시작하는데…","엘리자 베넷,제인 마치,제이미 토마스 킹,오토 얀코비치",,영화,SF/환타지,영화,,"왕비의 계락으로 백설공주는 죽게된다. 왕자는 그 사실을 알고 큰 슬픔에 빠지지만 왕자가 독이 든 반지 대신 자기 어머니의 반지를 공주에게 끼워주자 공주는 눈을 뜬다. 백설공주와 왕자, 그리고 엘프들은 마지막으로 온 힘을 다해 왕비를 없앨 준비를 시작하는데...",백설공주 또다른이야기
44,인어공주: 매직어드벤처,젊은 신문기자 캠 해리슨은 병약한 여 조카 엘과 함께 전국적으로 돌풍을 몰고 온 마법의 물약을 조사하러 미시시피로 떠난다. 캠은 미시시피에 도착해 짐을 푼 뒤 진짜 살아있는 인어공주가 나온다는 서커스에 엘과 같이 간다. 공연을 본 뒤 캠은 인어공주에게 강하게 끌리지만 실제 존재 여부에 대해선 의심을 품는다. 그러나 인어공주로 나온 엘리자베스의 다리가 수중에서 물고기 꼬리로 변하는 광경을 보며 캠은 그녀가 진짜라는 사실을 깨닫는다. 아울러 로크라는 사악한 서커스 지배인한테 잡혀 있다는 사실도... 캠과 엘은 인어공주와 우정을 쌓으며 그녀를 풀어줄 계획을 세우는데 악의 세력 로크와 그의 부하들을 먼저 따돌려야 하는데…,"윌리암 모즐리,포피 드레이튼,로레토 페랄타,아르만도 구티에레즈,셜리 맥클레인",,영화,SF/환타지,영화,0:01,"병약한 여 조카 엘을 위해 전국에 소문이 퍼진 마법의 물약을 찾아 미시시피로 떠난 젊은 기자 캠 해리슨. 도착 후, 진짜 인어공주가 나온다는 서커스 공연을 본 캠은 의심을 품지만, 그후 인어공주 엘리자베스의 다리가 수중에서 물고기 꼬리로 변하는 것을 보게 되는데...",인어공주: 매직어드벤처
45,헝거,메이즈 교도소에서 자신들의 신념을 위해 죄수복 착용과 샤워를 거부하며 투쟁을 벌이고 있는 IRA(영국으로부터의 완전 독립을 목표로 하는 아일랜드공화국군)의 조직원들. IRA의 핵심인물인 ‘보비 샌즈’ (마이클 패스벤더)는 자신들의 요구를 묵살하고 대화를 거부하는 마가렛 대처 수상에 맞서 마지막 저항을 시작한다.,"김유나,하시연",,영화,SF/환타지,영화,1:07,"서비스 해지 시까지 시청 가능. 라디오를 켜면 너를 만날 수 있을까? 부유한 빌딩 도시 속 삶은 여유롭다. 하지만 유지는 행복하지 않다. 가난한 이들이 산다는 하촌에 가면 의미를 찾을 수 있을까? 그러던 어느 날, 유지의 권태로운 하루하루가 뒤집히는데...",헝거
46,말레피센트 2,강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다. 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데…..,"안젤리나 졸리,엘르 페닝,미셀 파이퍼,치웨텔 에지오프,샘 라일리,해리스 딕킨슨,에드 스크레인,주노 템플,레슬리 맨빌,이멜다 스턴톤,데이빗 가이시",,영화,SF/환타지,영화,2:24,본 콘텐츠는 더빙+부가영상이 함께 제공되며 서비스 해지 시까지 시청 가능합니다. 더빙판 종료 후 01:59:19부터 부가영상을 감상하실 수 있습니다.,말레피센트 2
47,블레이드 러너 2049,"인간과 리플리컨트가 혼재된 2049년. 인간의 통제를 벗어난 리플리컨트를 쫓는 블레이드 러너 ‘K’(라이언 고슬링)는 임무 수행 도중 약 30년 전 여자 리플리컨트의 유골을 발견하고 충격적으로 출산의 흔적까지 찾아낸다. 리플리컨트가 출산까지 가능하다는 사실이 알려지면 사회에 큰 혼란이 야기되므로 이를 덮으려는 경찰 조직과, 그 비밀의 단서를 찾아내 더욱 완벽한 리플리컨트를 거느리고 세상을 장악하기 위해 ‘K’를 쫓는 ‘니안더 월레스’(자레드 레토). 리플리컨트의 숨겨진 진실에 접근할수록 점차 정체성의 혼란을 겪게 되는 ‘K’는 과거 블레이드 러너였던 ‘릭 데커드’(해리슨 포드)를 만나 전혀 상상치 못한 진실을 마주하게 되는데.. # 리플리컨트: 21세기 초 만들어진 복제인간. 인간과 같은 지적 능력과 사고방식 그리고 신체적 조건을 갖춘, 노동력 제공을 위한 인간의 대체품 # 블레이드 러너: 인간의 통제를 벗어난 리플리컨트를 색출해 ‘제거’하는 임무를 가진 특수경찰","라이언 고슬링,해리슨 포드,아나 디 아르마스,실비아 획스,자레드 레토,데이브 바티스타,로빈 라이트,맥켄지 데이비스",,영화,SF/환타지,영화,2:43,"인간의 통제를 벗어난 리플리컨트를 쫓는 블레이드 러너 K. 임무 수행 도중 약 30년 전 여자 리플리컨트의 유골을 발견하게 되고, 경찰 조직은 리플리컨트가 출산까지 가능하다는 사실이 알려지면 사회에 큰 혼란이 야기되므로 덮으려는데...",블레이드 러너 2049
48,어쩌다 옥탑방,외계인들이 지구인들이 벌이는 범죄를 응징하며 더불어 살아가는 모습을 그린 SF 판타지 영화,"주효준,홍석우,배은우",,영화,SF/환타지,영화,1:09,"지구인들이 벌이는 범죄를 외계인들이 응징하며, 더불어 살아가는 모습을 그린 SF 판타지.",어쩌다 옥탑방
49,아바타,"&lt;아바타: 물의 길&gt;은 판도라 행성에서 '제이크 설리'와 '네이티리'가 이룬 가족이 겪게 되는 무자비한 위협과 살아남기 위해 떠나야 하는 긴 여정과 전투, 그리고 견뎌내야 할 상처에 대한 이야기를 그렸다. 월드와이드 역대 흥행 순위 1위를 기록한 전편 &lt;아바타&gt;에 이어 제임스 카메론 감독이 13년만에 선보이는 영화로, 샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭, 케이트 윈슬렛이 출연하고 존 랜도가 프로듀싱을 맡았다.","샘 워싱턴,시고니 위버,조 샐데이너,스티븐 랭",,영화,SF/환타지,영화,,하반신이 마비된 전직 해병대원 제이크 설리는 아바타 프로그램에 참가할 것을 제안받아 판도라에 위치한 인간 주둔 기지로 향한다. 그곳에서 자신의 아바타를 통해 자유롭게 걸을 수 있게 된 그는 자원 채굴을 막으려는 나비의 무리에 침투하라는 임무를 부여받는데...,아바타
